22L,32A,33N,43O,53T,54E,55N,ZBXTLQP,FYAHEVS,EEEEAAIIIIOOONRRRTSUUDDGCMWKJ,12,9,True
31P,22L,32A,33N,43O,53T,54E,55N,ZBXTLQU,FYAHEVS,EEEEAAIIIIOOONRRRTSUDDGCMWKJ,21,9,False
11F,21A,31P,22L,32A,33N,43O,53T,54E,55N,ZBXTLQU,YHEVSIU,EEEEAAIIIOOONRRRTSDDGCMWKJ,21,26,True
20B,11F,21A,31P,22L,32A,33N,43O,53T,54E,55N,ZXTLQUO,YHEVSIU,EEEEAAIIIOONRRRTSDDGCMWKJ,27,26,False
00H,10U,20B,11F,21A,31P,22L,32A,33N,43O,53T,54E,55N,ZBXTLQU,YHEVSIU,EEEEAAIIIOOONRRRTSDDGCMWKJ,74,36,True
33R,43A,53T,CRIOOPI,IEHDFEG,EEEEAAAIOONNNRTTLLSSUUDBMVWYKJXQZ,10,0,False
23D,33R,43A,53T,CRIOOPI,IEHFEGQ,EEEEAAAIOONNNRTTLLSSUUDBMVWYKJXZ,10,9,True
23D,33R,43A,53T,24R,25O,26P,CIOIKVI,IEHFEGQ,EEEEAAAOONNNRTTLLSSUUDBMWYJXZ,26,9,False
32E,23D,33R,43A,53T,24R,25O,26P,CIOIKVI,IHFEGQN,EEEEAAAOONNRTTLLSSUUDBMWYJXZ,26,13,True
32E,23D,33R,43A,53T,24R,54I,25O,55C,26P,56K,OIVIENX,IHFEGQN,EEEAAAOONRTTLLSSUUDBMWYJZ,35,13,False
22H,32E,23D,33R,43A,53T,24R,54I,25O,55C,26P,56K,CIOIKVI,IHFEGQN,EEEEAAAOONNRTTLLSSUUDBMWYJXZ,74,26,True
33N,43E,53D,OOLSAIX,IUPZFKE,EEEEAAAIIOONNRRRTTTLSUDGBCMHVWYJQ,16,0,False
13P,23I,33N,43E,53D,OOLSAIX,UZFKELE,EEEAAAIIOONNRRRTTTSUDGBCMHVWYJQ,16,21,True
13P,23I,33N,43E,53D,14A,15X,OOLISUT,UZFKELE,EEEAAAIIOONNRRRTTSDGBCMHVWYJQ,25,21,False
22K,13P,23I,33N,43E,53D,14A,15X,OOLISUT,UZFELEQ,EEEAAAIIOONNRRRTTSDGBCMHVWYJ,25,42,True
22K,13P,23I,33N,43E,53D,14A,54U,15X,55S,56T,OOLIBOJ,UZFELEQ,EEEAAAIIONNRRRTTSDGCMHVWY,28,42,False
02Z,12E,22K,13P,23I,33N,43E,53D,14A,54U,15X,55S,56T,OOLISUT,UZFELEQ,EEEAAAIIOONNRRRTTSDGBCMHVWYJ,95,71,True
33F,43I,53T,AVEOATG,IUJKZMR,EEEEEAAIIOOONNNRRTLLSSUDDBCPHWYXQ,16,0,False
32I,33F,43I,53T,AVEOATG,UJKZMRR,EEEEEAAIIOOONNNRTLLSSUDDBCPHWYXQ,16,7,True
32I,33F,43I,53T,54A,55G,VEOATUE,UJKZMRR,EEEEAAIIOOONNNRTLLSSDDBCPHWYXQ,19,7,False
22K,32I,33F,43I,53T,54A,55G,VEOATUE,UJZMRRD,EEEEAAIIOOONNNRTLLSSDBCPHWYXQ,19,28,True
33S,43E,53X,OATNKZL,ROUDMAF,EEEEEAAIIIIOONNRRTTLSUDGBCPHVWYJQ,52,0,False
32O,33S,43E,53X,OATNKZL,RUDMAFR,EEEEEAAIIIIOONNRTTLSUDGBCPHVWYJQ,52,4,True
32O,33S,43E,53X,44N,OAKZLTI,RUDMAFR,EEEEEAAIIIOONNRTTLSUDGBCPHVWYJQ,54,4,False
22D,32O,33S,43E,53X,44N,OAKZLTI,RUMAFRB,EEEEEAAIIIOONNRTTLSUDGCPHVWYJQ,54,13,True
21A,22D,32O,33S,43E,53X,44N,OKZLITS,RUMAFRB,EEEEEAAIIIOONNRTTLUDGCPHVWYJQ,55,13,False
11M,21A,22D,32O,33S,43E,53X,44N,OKZLITS,RUAFRBW,EEEEEAAIIIOONNRTTLUDGCPHVYJQ,55,23,True
20L,11M,21A,22D,32O,33S,43E,53X,44N,OKZITSG,RUAFRBW,EEEEEAAIIIOONNRTTLUDCPHVYJQ,57,23,False
10A,20L,11M,21A,22D,32O,33S,43E,53X,44N,OKZITSG,RUFRBWR,EEEEEAAIIIOONNTTLUDCPHVYJQ,57,30,True
10A,20L,11M,21A,31S,22D,32O,33S,43E,53X,44N,KZIGTOP,RUFRBWR,EEEEEAAIIIOONNTTLUDCHVYJQ,65,30,False
00B,10A,20L,11M,21A,31S,22D,32O,33S,43E,53X,44N,KZIGTOP,RUFRWRT,EEEEEAAIIIOONNTLUDCHVYJQ,65,47,True
00B,10A,20L,11M,21A,31S,41T,22D,32O,33S,43E,53X,44N,KZIGOPI,RUFRWRT,EEEEEAAIIOONNTLUDCHVYJQ,66,47,False
00B,10A,20L,11M,21A,31S,41T,12U,22D,32O,33S,43E,53X,44N,KZIGOPI,RFRWRTU,EEEEEAAIIOONNTLDCHVYJQ,66,57,True
22S,32E,42X,ICSROID,NRIPUEF,EEEEAAAAIOOONNRTTTLLUDGBMHVWYKJQZ,40,0,False
02U,12N,22S,32E,42X,ICSROID,RIPEFHO,EEEEAAAAIOONNRTTTLLUDGBMVWYKJQZ,40,16,True
31R,02U,12N,22S,32E,42X,33S,ICOIDOZ,RIPEFHO,EEEEAAAAIONNRTTTLLUDGBMVWYKJQ,48,16,False
21E,31R,02U,12N,22S,32E,42X,33S,ICOIDOZ,RIPFHOA,EEEEAAAIONNRTTTLLUDGBMVWYKJQ,48,21,True
21E,31R,02U,12N,22S,32E,42X,13O,33S,14D,ICIOZRT,RIPFHOA,EEEEAAAIONNTTLLUDGBMVWYKJQ,53,21,False
33N,43O,AAIXZTI,YJGAPEU,EEEEEAIIOOONNRRRTTLLSSUDDBCMFHVWKQ,4,0,False
13G,23Y,33N,43O,AAIXZTI,JAPEUOE,EEEEAIIOONNRRRTTLLSSUDDBCMFHVWKQ,4,20,True
13G,23Y,33N,43O,44X,AAIZTIU,JAPEUOE,EEEEAIIOONNRRRTTLLSSDDBCMFHVWKQ,20,20,False
12A,13G,23Y,33N,43O,44X,AAIZTIU,JPEUOET,EEEEAIIOONNRRRTLLSSDDBCMFHVWKQ,20,25,True
12A,13G,23Y,33N,43O,14A,44X,AIZIUTR,JPEUOET,EEEEAIIOONNRRTLLSSDDBCMFHVWKQ,21,25,False
02J,12A,13G,23Y,33N,43O,14A,44X,AIZIUTR,PEUOETO,EEEEAIIONNRRTLLSSDDBCMFHVWKQ,21,58,True
33P,43A,53N,63E,UAVTCES,KTFHYEN,EEEAAIIIIOOOONRRRTLLSUDDGBMWJXQZ,16,0,False
31K,32E,33P,43A,53N,63E,UAVTCES,TFHYNUT,EEEAAIIIIOOOONRRRLLSDDGBMWJXQZ,16,30,True
31K,32E,33P,43A,53N,63E,34S,UAVTCEB,TFHYNUT,EEEAAIIIIOOOONRRRLLSDDGMWJXQZ,17,30,False
11Y,21U,31K,32E,33P,43A,53N,63E,34S,UAVTCEB,TFHNTEG,EEAAIIIIOOOONRRRLLSDDMWJXQZ,17,49,True
11Y,21U,31K,32E,33P,43A,53N,63E,34S,54E,55T,UAVCBJI,TFHNTEG,EEAAIIIOOOONRRRLLSDDMWXQZ,19,49,False
10F,11Y,21U,31K,32E,33P,43A,53N,63E,34S,54E,55T,UAVCBJI,THNTEGI,EEAAIIOOOONRRRLLSDDMWXQZ,19,65,True
10F,11Y,21U,31K,32E,33P,43A,53N,63E,34S,54E,45A,55T,UVCBJIA,THNTEGI,EEAIIOOOONRRRLLSDDMWXQZ,20,65,False
00E,10F,11Y,21U,31K,32E,33P,43A,53N,63E,34S,54E,45A,55T,UVCBJIA,THNTGIX,EEAIIOOOONRRRLLSDDMWQZ,20,74,True
33S,43E,53T,LRRMEEV,IXAYPIA,EEEAAIIOOOONNNRTTLSUUDDGBCFHWKJQZ,10,0,False
32I,33S,43E,53T,LRRMEEV,XAYPIAE,EEAAIIOOOONNNRTTLSUUDDGBCFHWKJQZ,10,4,True
00L,10A,20X,TZAAHNY,SONQGDS,EEEEEEAIIIIOOONRRRTTLUUDBCMPFVWKJ,54,0,False
13H,23A,33T,AINQFRR,GVSETAA,EEEEEIIIOOOONNRTLLSUUDDBCMPWYKJXZ,28,0,False
03G,13H,23A,33T,AINQFRR,VSETAAE,EEEEIIIOOOONNRTLLSUUDDBCMPWYKJXZ,28,12,True
22F,03G,13H,23A,33T,24R,INQRAUK,VSETAAE,EEEEIIIOOOONNRTLLSUDDBCMPWYJXZ,48,12,False
12E,22F,03G,13H,23A,33T,24R,INQRAUK,VSTAAEI,EEEEIIOOOONNRTLLSUDDBCMPWYJXZ,48,23,True
51R,12E,22F,52A,03G,13H,23A,33T,53N,24R,IQUKNEM,VSTAAEI,EEEIIOOOONRTLLSUDDBCPWYJXZ,53,23,False
41A,51R,12E,22F,52A,03G,13H,23A,33T,53N,24R,IQUKNEM,VSTAEIU,EEEIIOOOONRTLLSDDBCPWYJXZ,53,27,True
41A,51R,12E,22F,52A,03G,13H,23A,33T,53N,24R,36M,46E,56N,IQUKTEO,VSTAEIU,EEIIOOONRLLSDDBCPWYJXZ,59,27,False
31V,41A,51R,12E,22F,52A,03G,13H,23A,33T,53N,24R,36M,46E,56N,IQUKTEO,STAEIUX,EEIIOOONRLLSDDBCPWYJZ,59,49,True
31V,41A,51R,12E,22F,52A,03G,13H,23A,33T,53N,24R,45T,55E,36M,46E,56N,IQUKODW,STAEIUX,EEIIOOONRLLSDBCPYJZ,63,49,False
40S,31V,41A,51R,12E,22F,42T,52A,03G,13H,23A,33J,43A,53G,24R,45T,55E,36M,46E,56N,AEIEANB,NYUTLOT,EEEEAIIIOOONRRRTLSSUDDCMPFHVWKXQZ,93,49,True
33B,43O,53N,OUINOES,ERAEIAK,EEEAAIIONRRTTTLLSUDDGCMPFHVWYJXQZ,14,0,False
23E,33B,43O,53N,OUINOES,RAEIAKZ,EEEAAIIONRRTTTLLSUDDGCMPFHVWYJXQ,14,8,True
44N,54O,64T,ERTUQMJ,XSOARIK,EEEEEEEAAAAAIIIIIOOONNNRRTTLLLSSUUDDDGGBCPFHVWYZ,3,0,False
34S,44N,54O,64T,ERTUQMJ,XOARIKE,EEEEEEAAAAAIIIIIOOONNNRRTTLLLSSUUDDDGGBCPFHVWYZ,3,6,True
34S,44N,54O,64T,45U,46T,ERQMJIH,XOARIKE,EEEEEEAAAAAIIIIOOONNNRRTTLLLSSUUDDDGGBCPFVWYZ,5,6,False
33O,34S,44N,54O,64T,45U,46T,ERQMJIH,XARIKED,EEEEEEAAAAAIIIIOOONNNRRTTLLLSSUUDDGGBCPFVWYZ,5,10,True
33O,34S,44N,54O,64T,45U,46T,56E,66R,76M,QJIHELL,XARIKED,EEEEEAAAAAIIIIOOONNNRRTTLSSUUDDGGBCPFVWYZ,10,10,False
23I,33O,34S,44N,54O,64T,45U,46T,56E,66R,76M,QJIHELL,XARKEDA,EEEEEAAAAIIIIOOONNNRRTTLSSUUDDGGBCPFVWYZ,10,14,True
23I,33O,34S,44N,54O,64T,45U,46T,56E,66R,76M,77E,78L,QJIHLDR,XARKEDA,EEEEEAAAAIIIIOOONNNRTTLSSUUDGGBCPFVWYZ,12,14,False
00T,10A,CPMFSEL,XJHYOZW,EINRUDGBVKQ,2,0,False
00T,10A,11W,CPMFSEL,XJHYOZV,EINRUDGBKQ,2,4,True
00T,10A,01E,11W,CPMFSLD,XJHYOZV,EINRUGBKQ,8,4,False
33T,43A,53D,ERXUHML,TEBPGOI,EEEEAAAIIIOOONNNRRTLSSUDCFVWYKJQZ,16,0,False
32E,33T,43A,53D,ERXUHML,TBPGOIY,EEEEAAAIIIOOONNNRRTLSSUDCFVWKJQZ,16,4,True
32E,33T,43A,53D,54U,55M,ERXHLTI,TBPGOIY,EEEEAAAIIOOONNNRRLSSUDCFVWKJQZ,20,4,False
22T,32E,33T,43A,53D,54U,55M,ERXHLTI,BPGOIYE,EEEAAAIIOOONNNRRLSSUDCFVWKJQZ,20,9,True
22T,32E,33T,43A,53D,54U,64R,55M,EXHLTIV,BPGOIYE,EEEAAAIIOOONNNRRLSSUDCFWKJQZ,22,9,False
02B,12O,22T,32E,33T,43A,53D,54U,64R,55M,EXHLTIV,PGIYEIN,EEEAAAIOOONNRRLSSUDCFWKJQZ,22,25,True
02B,12O,22T,32E,13X,33T,43A,53D,54U,64R,55M,HLIVTEF,PGIYEIN,EEEAAAIOOONNRRLSSUDCWKJQZ,46,25,False
00G,01I,02B,12O,22T,32E,13X,33T,43A,53D,54U,64R,55M,HLIVTEF,PYEINRE,EEAAAIOOONNRLSSUDCWKJQZ,46,42,True
00G,10I,20F,01I,02B,12O,22T,32E,13X,33T,43A,53D,54U,64R,55M,HVTELEO,PYEINRE,EAAAIOONNRLSSUDCWKJQZ,55,42,False
00G,10I,20F,01I,21E,02B,12O,22T,32E,13X,33T,43A,53D,54U,64R,55M,HVTELEO,PYINRES,EAAAIOONNRLSUDCWKJQZ,55,50,True
00G,10I,20F,01I,21E,02B,12O,22T,32E,13X,33T,43A,53D,54U,64R,55M,06V,16E,26T,HLEOQCA,PYINRES,EAAIOONNRLSUDWKJZ,76,50,False
33F,43E,53T,RJQUCEO,TOUHNXB,EEEEAAAAIIIIOONNRRTLLSSDDGMPVWYKZ,16,0,False
32O,33F,43E,53T,RJQUCEO,TUHNXBD,EEEEAAAAIIIIOONNRRTLLSSDGMPVWYKZ,16,7,True
32O,33F,43E,53T,15C,25O,35U,45R,55E,QJMIZKL,TUHNXBD,EEEEAAAAIIIOONNRRTLSSDGPVWY,25,7,False
22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJMIZKL,UHNXBDE,EEEAAAAIIIOONNRRTLSSDGPVWY,25,12,True
21I,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJMZKLA,UHNXBDE,EEEAAAIIIOONNRRTLSSDGPVWY,26,12,False
11H,21I,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJMZKLA,UNXBDEN,EEEAAAIIIOONRRTLSSDGPVWY,26,25,True
50M,11H,21I,51A,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKLPR,UNXBDEN,EEEAAAIIIOONRTLSSDGVWY,30,25,False
40U,50M,11H,21I,51A,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKLPR,NXBDENW,EEEAAAIIIOONRTLSSDGVY,30,32,True
30R,40U,50M,11H,21I,51A,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKLPN,NXBDENW,EEEAAAIIIOORTLSSDGVY,31,32,False
20D,30R,40U,50M,11H,21I,51A,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKLPN,NXBENWA,EEEAAIIIOORTLSSDGVY,31,47,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,32,47,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,64,94,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,96,141,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,128,188,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,160,235,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,192,282,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,224,329,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,256,376,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,288,423,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,320,470,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,352,517,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,384,564,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,416,611,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,448,658,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,32,47,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,64,94,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,96,141,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,128,188,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,160,235,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,192,282,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,224,329,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,256,376,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,288,423,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,320,470,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNS,NXBENWA,EEEAAIIIOORTLSDGVY,352,517,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,True
20D,30R,40U,50M,11H,21I,51A,61L,02B,12E,22T,32O,42N,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,XNWA,EEEAIIIOORTLSSDGVY,32,73,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPND,NXBENWA,EEEAAIIIOORTLSSGVY,32,47,False
20D,30R,40U,50M,11H,21I,51A,61L,02B,12E,22T,32O,42N,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPND,XNWA,EEEAAIIIOORTLSSGVY,32,73,False
33R,43A,53W,KSGFAUO,EITNOSE,EEEEAAIIIOONNRRTTLLUDDBCMPHVYJXQZ,28,0,False
13S,23T,33R,43A,53W,KSGFAUO,EINOEOD,EEEEAAIIIONNRRTTLLUDBCMPHVYJXQZ,28,13,True
42S,13S,23T,33R,43A,53W,44G,KFAUOEC,EINOEOD,EEEAAIIIONNRRTTLLUDBMPHVYJXQZ,40,13,False
32E,42S,13S,23T,33R,43A,53W,44G,KFAUOEC,INOEODV,EEEAAIIIONNRRTTLLUDBMPHYJXQZ,40,18,True
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNY,NXBENWA,EEEAAIIIOORTLSSDGV,32,47,False
20D,30R,40U,50M,11H,21I,51A,61L,02B,12E,22T,32O,42N,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNY,XNWA,EEEAAIIIOORTLSSDGV,32,73,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,NXBENWA,EEEAIIIOORTLSSDGVY,32,47,False
20D,30R,40U,50M,11H,21I,51A,61L,02B,12E,22T,32O,42N,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNA,XNWA,EEEAIIIOORTLSSDGVY,32,73,False
20D,30R,40U,50M,11H,21I,51A,61L,22T,32O,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNL,NXBENWA,EEEAAIIIOORTSSDGVY,32,47,False
20D,30R,40U,50M,11H,21I,51A,61L,02B,12E,22T,32O,42N,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPNL,XNWAVAG,EEEAIIIOORTSSDY,32,73,True
20D,30R,40U,50M,11H,21I,51A,61L,02B,12E,22T,32O,42N,13N,33F,43E,53T,15C,25O,35U,45R,55E,QJZKPLT,XNWAVAG,EEEAIIIOORSSDY,35,73,False
12D,22I,32N,42G,KJHPAIT,XCSNOZT,EEEEEEAAAIIOOONRRRTLLSUUDBMFVWYQ,24,0,False
11O,12D,22I,32N,42G,KJHPAIT,XCSNZTR,EEEEEEAAAIIOOONRRTLLSUUDBMFVWYQ,24,5,True
11O,12D,22I,32N,42G,43A,44T,KJHPILI,XCSNZTR,EEEEEEAAAIOOONRRTLSUUDBMFVWYQ,28,5,False
01S,11O,12D,22I,32N,42G,43A,44T,KJHPILI,XCNZTRS,EEEEEEAAAIOOONRRTLUUDBMFVWYQ,28,9,True
10P,01S,11O,12D,22I,32N,42G,43A,44T,KJHILIU,XCNZTRS,EEEEEEAAAIOOONRRTLUDBMFVWYQ,31,9,False
10P,01S,11O,21X,12D,22I,32N,42G,43A,44T,KJHILIU,CNZTRST,EEEEEEAAAIOOONRRLUDBMFVWYQ,31,36,True
33C,43U,53M,RGANIEE,RVTRADO,EEEEAAIIIOOONNTTLLSSUDBPFHWYKJXQZ,26,0,False
31R,32O,33C,43U,53M,RGANIEE,VTRADDE,EEEAAIIIOOONNTTLLSSUBPFHWYKJXQZ,26,9,True
31R,32O,33C,43U,53M,RGANIEE,VTRADDE,EEEAAIIIOOONNTTLLSSUBPFHWYKJXQZ,26,9,True
31V,32A,33C,43U,53M,RGANIEE,RTRDOKE,EEEAAIIIOOONNTTLLSSUDBPFHWYJXQZ,26,21,True
31V,32A,33C,43U,53M,RGANIEE,RTRDOKE,EEEAAIIIOOONNTTLLSSUDBPFHWYJXQZ,26,21,True
42O,33C,43U,53M,RGANIEE,RVTRADT,EEEEAAIIIOOONNTLLSSUDBPFHWYKJXQZ,26,4,True
42O,33C,43U,53M,RGANIEE,RVTRADT,EEEEAAIIIOOONNTLLSSUDBPFHWYKJXQZ,26,4,True
41V,42A,33C,43U,53M,RGANIEE,RTRDOZE,EEEAAIIIOOONNTTLLSSUDBPFHWYKJXQ,26,16,True
41V,42A,33C,43U,53M,RGANIEE,RTRDOZE,EEEAAIIIOOONNTTLLSSUDBPFHWYKJXQ,26,16,True
40V,41R,42O,33C,43U,53M,RGANIEE,TRADQTN,EEEEAAIIIOOONTLLSSUDBPFHWYKJXZ,26,27,True
40V,41R,42O,33C,43U,53M,RGANIEE,TRADQTN,EEEEAAIIIOOONTLLSSUDBPFHWYKJXZ,26,27,True
52A,33C,43U,53M,RGANIEE,RVTRDOF,EEEEAAIIIOOONNTTLLSSUDBPHWYKJXQZ,26,5,True
52A,33C,43U,53M,RGANIEE,RVTRDOF,EEEEAAIIIOOONNTTLLSSUDBPHWYKJXQZ,26,5,True
51R,52A,33C,43U,53M,RGANIEE,VTRDOIB,EEEEAAIIOOONNTTLLSSUDPFHWYKJXQZ,26,7,True
51R,52A,33C,43U,53M,RGANIEE,VTRDOIB,EEEEAAIIOOONNTTLLSSUDPFHWYKJXQZ,26,7,True
51V,52O,33C,43U,53M,RGANIEE,RTRADXI,EEEEAAIIOOONNTTLLSSUDBPFHWYKJQZ,26,13,True
51V,52O,33C,43U,53M,RGANIEE,RTRADXI,EEEEAAIIOOONNTTLLSSUDBPFHWYKJQZ,26,13,True
33L,43I,53D,TWRONYI,RFARZAQ,EEEEEEAAIIOOONNTTLSSUUDGBCMPHVKJX,16,0,False
32A,33L,43I,53D,TWRONYI,RFRZAQC,EEEEEEAAIIOOONNTTLSSUUDGBMPHVKJX,16,3,True
